Date,Price,Open,High,Low,Vol.,Change %
2018-01-03,923.20001,957.09998,999.00000,845.00000
2018-01-02,1036.19995,923.29999,1038.69995,769.98999
2018-01-01,1120.69995,1036.30005,1167.00000,985.01001
2018-00-31,1076.80005,1121.30005,1128.69995,1027.80005
2018-00-30,1174.30005,1076.00000,1178.80005,1041.00000
2018-00-29,1245.50000,1175.00000,1259.80005,1155.90002
2018-00-28,1114.69995,1246.59998,1264.80005,1109.00000
2018-00-27,1046.90002,1114.80005,1125.30005,1031.59998
2018-00-26,1048.19995,1047.00000,1078.59998,983.00000
2018-00-25,1061.80005,1048.19995,1102.40002,1025.09998
2018-00-24,982.10999,1063.19995,1068.80005,952.03998
2018-00-23,995.26001,982.97998,1022.00000,905.38000
2018-00-22,1047.00000,995.08002,1084.09998,912.76001
2018-00-21,1146.30005,1047.00000,1146.30005,1001.50000
2018-00-20,1032.59998,1146.00000,1160.00000,1029.59998
2018-00-19,993.91998,1032.59998,1079.00000,960.09998
2018-00-18,1020.09998,994.81000,1079.00000,940.00000
2018-00-17,1019.59998,1017.50000,1088.30005,770.09998
2018-00-16,1275.80005,1020.09998,1278.80005,868.97998
2018-00-15,1349.90002,1273.40002,1377.90002,1264.40002
2018-00-14,1379.90002,1350.00000,1385.00000,1256.00000
2018-00-13,1257.00000,1380.00000,1423.19995,1252.59998
2018-00-12,1135.09998,1257.19995,1285.00000,1083.40002
2018-00-11,1245.90002,1135.50000,1331.80005,1102.50000
2018-00-10,1285.69995,1248.00000,1381.90002,1203.19995
2018-00-09,1129.40002,1283.69995,1299.00000,1119.09998
2018-00-08,1115.90002,1129.30005,1225.00000,968.12000
2018-00-07,1004.29999,1115.80005,1116.00000,999.50000
2018-00-06,962.77002,1004.29999,1014.20001,951.38000
2018-00-05,939.29999,962.77002,1023.59998,930.00000
2018-00-04,942.01001,940.00000,997.00000,893.23999
2018-00-03,858.78003,942.01001,954.72998,840.00000
2018-00-02,752.46002,858.78003,890.00000,752.46002
2018-00-01,736.77002,752.46002,762.00000,717.94000
2017-11-31,682.21997,736.77002,741.98999,675.56000
2017-11-30,731.52002,682.21997,737.56000,640.42999
2017-11-29,711.41998,731.52002,755.00000,703.02002
2017-11-28,736.45001,711.41998,740.29999,652.00000
2017-11-27,749.79999,736.45001,766.06000,703.27002
2017-11-26,709.81000,749.79999,749.79999,708.83002
2017-11-25,659.89001,709.81000,737.00000,651.76001
2017-11-24,672.59003,659.89001,675.00000,560.00000
2017-11-23,628.19000,672.59003,717.00000,616.19000
2017-11-22,786.96997,628.19000,792.00000,492.01001
2017-11-21,794.98999,786.96997,848.08002,747.09998
2017-11-20,799.97998,794.98999,826.20001,709.00000
2017-11-19,783.98999,799.97998,863.00000,750.01001
2017-11-18,708.78003,783.98999,798.90002,660.00000
2017-11-17,683.25000,708.78003,725.00000,683.23999
2017-11-16,678.28998,683.25000,711.96002,672.51001
2017-11-15,686.51001,678.28998,698.31000,610.00000
2017-11-14,690.69000,686.51001,760.00000,651.00000
2017-11-13,634.87000,690.69000,742.00000,573.00000
2017-11-12,515.25000,634.87000,646.91998,497.75000
2017-11-11,429.23999,515.25000,531.20001,429.14001
2017-11-10,460.92001,429.23999,460.92001,413.29999
2017-11-09,442.19000,460.92001,487.79999,441.00000
2017-11-08,415.01999,442.19000,453.60999,400.34000
2017-11-07,413.70999,415.01999,429.00000,390.00000
2017-11-06,451.87000,413.70999,454.23001,403.00000
2017-11-05,465.00000,451.87000,467.38000,444.17001
2017-11-04,459.48999,465.00000,471.06000,439.26999
2017-11-03,455.51001,459.48999,482.69000,431.04001
2017-11-02,460.67001,455.51001,472.00000,447.00000
2017-11-01,432.20999,460.67001,467.00000,413.95999
2017-10-30,420.34000,432.20999,454.95001,385.39999
2017-10-29,465.56000,420.34000,517.00000,403.01001
2017-10-28,473.44000,465.56000,479.00000,457.20001
2017-10-27,464.00000,473.44000,491.89001,458.25000
2017-10-26,464.00000,464.00000,464.00000,464.00000
2017-10-25,469.89001,464.00000,481.98999,454.39999
2017-10-24,405.19000,470.51001,478.50000,397.37000
2017-10-23,380.48001,405.19000,426.26999,374.34000
2017-10-22,360.00000,380.48001,381.89001,358.79999
2017-10-21,367.94000,360.00000,373.50000,350.00000
2017-10-20,354.70001,367.94000,373.70001,352.03000
2017-10-19,346.67999,354.70001,371.00000,343.28000
2017-10-18,331.00000,346.67999,350.39999,325.32001
2017-10-17,331.16000,331.00000,335.01001,325.00000
2017-10-16,330.59000,330.76001,335.10999,321.17999
2017-10-15,334.28000,330.59000,339.60999,321.50000
2017-10-14,313.22000,334.28000,336.69000,313.22000
2017-10-13,303.89999,313.22000,318.00000,302.39999
2017-10-12,313.07001,303.89999,316.98999,293.32999
2017-10-11,296.17999,313.07001,319.88000,294.70001
2017-10-10,319.51999,296.17999,324.03000,286.00000
2017-10-09,307.50000,319.51999,328.79999,305.00000
2017-10-08,291.42001,307.50000,318.89999,290.10999
2017-10-07,296.89999,291.42001,304.20001,285.01001
2017-10-06,295.63000,296.89999,310.00000,292.00000
2017-10-05,299.48001,295.63000,301.00000,292.28000
2017-10-04,303.47000,299.48001,304.38000,293.00000
2017-10-03,284.89001,303.47000,307.35999,284.00000
2017-10-02,288.60001,284.89001,293.01001,275.20999
2017-10-01,303.69000,288.60001,305.10999,287.04001
2017-09-31,307.00000,303.69000,312.00000,303.10001
2017-09-30,304.39001,307.00000,314.39999,303.92999
2017-09-29,293.48999,304.39001,312.48999,290.50000
2017-09-28,295.98999,293.48999,297.01001,288.60001
2017-09-27,295.10001,295.98999,299.50000,291.60001
2017-09-26,295.45999,295.10001,299.00000,290.54999
2017-09-25,296.29999,295.45999,300.00000,288.50000
2017-09-24,284.85001,296.29999,311.85001,280.01999
2017-09-23,293.54999,284.85001,293.95999,273.50000
2017-09-22,299.23001,293.54999,305.62000,289.39999
2017-09-21,302.60999,299.23001,303.00000,289.31000
2017-09-20,306.97000,302.60999,313.01001,301.04001
2017-09-19,313.45001,306.97000,316.50000,304.00000
2017-09-18,315.64999,313.45001,316.20999,287.45999
2017-09-17,334.45999,315.64999,334.79999,308.00000
2017-09-16,337.23001,334.45999,355.00000,330.85001
2017-09-15,339.23999,337.23001,344.89001,315.00000
2017-09-14,337.45999,339.23999,348.00000,334.04999
2017-09-13,303.06000,337.45999,350.00000,298.00000
2017-09-12,303.20001,303.06000,310.01001,302.10001
2017-09-11,299.32001,303.20001,306.54999,296.60001
2017-09-10,297.39999,299.32001,307.00000,292.57001
2017-09-09,309.82001,297.39999,311.16000,287.03000
2017-09-08,311.45999,309.82001,314.39001,307.54999
2017-09-07,308.42999,311.45999,315.00000,304.50000
2017-09-06,295.12000,308.42999,309.59000,293.04001
2017-09-05,291.39999,295.12000,297.92001,285.12000
2017-09-04,291.69000,291.39999,296.00000,287.56000
2017-09-03,296.82001,291.69000,300.50000,285.92999
2017-09-02,304.26001,296.82001,304.63000,292.10001
2017-09-01,303.44000,304.26001,305.57001,295.00000
2017-08-30,292.66000,303.44000,307.76001,292.29999
2017-08-29,302.63000,292.66000,303.89999,280.50000
2017-08-28,309.75000,302.63000,310.69000,297.75000
2017-08-27,289.28000,309.75000,315.51001,286.92999
2017-08-26,295.20001,289.28000,296.38000,285.20001
2017-08-25,282.00000,295.20001,297.92999,281.79999
2017-08-24,285.89999,282.00000,294.54001,275.41000
2017-08-23,262.19000,285.89999,287.20001,259.01001
2017-08-22,256.67001,262.19000,269.50000,253.03000
2017-08-21,283.50000,256.67001,287.53000,251.52000
2017-08-20,282.63000,283.50000,294.00000,277.00000
2017-08-19,296.81000,282.63000,299.00000,275.00000
2017-08-18,257.00000,296.81000,299.89001,257.00000
2017-08-17,253.00000,257.00000,263.69000,239.00000
2017-08-16,258.67999,253.00000,270.00000,242.20000
2017-08-15,222.50000,258.67999,269.00000,198.00000
2017-08-14,275.48001,222.50000,281.01001,221.71001
2017-08-13,293.89999,275.48001,294.16000,256.00000
2017-08-12,297.19000,293.89999,316.73001,283.00000
2017-08-11,297.89999,297.19000,308.00000,287.32999
2017-08-10,303.07999,297.89999,305.00000,276.10999
2017-08-09,304.00000,303.07999,307.07999,291.45999
2017-08-08,334.10001,304.00000,334.57999,291.00000
2017-08-07,337.35999,334.10001,338.66000,321.10001
2017-08-06,316.17999,337.35999,339.50000,314.81000
2017-08-05,295.81000,316.17999,323.17001,267.64001
2017-08-04,350.63000,295.81000,351.59000,275.00000
2017-08-03,345.00000,350.63000,368.39999,328.32999
2017-08-02,390.35001,345.00000,390.76999,325.10001
2017-08-01,387.29999,390.35001,395.03000,383.60001
2017-07-31,382.78000,387.29999,390.00000,380.10001
2017-07-30,372.00000,382.78000,390.10001,365.10001
2017-07-29,347.09000,372.00000,375.98001,346.42001
2017-07-28,348.01001,347.09000,352.00000,332.73999
2017-07-27,332.72000,348.01001,348.01001,331.88000
2017-07-26,328.70001,332.72000,334.60001,324.50000
2017-07-25,325.62000,328.70001,338.25000,324.04001
2017-07-24,316.50000,325.62000,329.56000,314.14001
2017-07-23,312.54001,316.50000,325.00000,311.64999
2017-07-22,322.23999,312.54001,329.95999,285.01001
2017-07-21,298.37000,322.23999,346.98999,294.53000
