"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 18, 2017","34.20000","44.65000","44.99000","31.10000","605.22K","-23.40"
"Mar 17, 2017","44.65000","45.07000","51.88000","32.84000","969.51K","-0.93"
"Mar 16, 2017","45.07000","34.80000","46.21000","34.80000","875.17K","29.51"
"Mar 15, 2017","34.80000","28.66000","34.80000","28.36000","387.16K","21.42"
"Mar 14, 2017","28.66000","28.40000","29.93000","27.00000","200.54K","0.92"
"Mar 13, 2017","28.40000","23.20000","30.60000","23.20000","508.93K","22.41"
"Mar 12, 2017","23.20000","21.30000","23.23000","21.05000","224.82K","8.92"
"Mar 11, 2017","21.30000","19.18000","21.45000","18.83000","189.08K","11.05"
"Mar 10, 2017","19.18000","17.75000","19.70000","16.50000","235.67K","8.06"
"Mar 09, 2017","17.75000","16.51000","18.00000","16.25000","80.46K","7.51"
"Mar 08, 2017","16.51000","18.88000","18.88000","16.51000","160.59K","-12.55"
"Mar 07, 2017","18.88000","19.51000","19.67000","18.50000","65.33K","-3.23"
"Mar 06, 2017","19.51000","19.35000","20.23000","19.14000","90.55K","0.83"
"Mar 05, 2017","19.35000","18.50000","19.45000","18.15000","64.68K","4.59"
"Mar 04, 2017","18.50000","19.49000","20.00000","18.40000","94.84K","-5.08"
"Mar 03, 2017","19.49000","19.02000","20.73000","18.43000","280.29K","2.47"
"Mar 02, 2017","19.02000","17.43000","19.45000","16.30000","258.03K","9.12"
"Mar 01, 2017","17.43000","15.86000","17.49000","15.62000","98.12K","9.90"
"Feb 28, 2017","15.86000","15.50000","16.23000","15.18000","176.17K","2.32"
"Feb 27, 2017","15.50000","14.57000","15.75000","14.30000","134.08K","6.38"
"Feb 26, 2017","14.57000","13.55000","14.66000","13.30000","81.33K","7.53"
"Feb 25, 2017","13.55000","13.11000","13.80000","13.05000","63.73K","3.36"
"Feb 24, 2017","13.11000","13.27000","13.31000","12.70000","41.53K","-1.21"
"Feb 23, 2017","13.27000","12.68000","13.37000","12.60000","48.19K","4.65"
"Feb 22, 2017","12.68000","12.82000","12.85000","12.60000","13.59K","-1.09"
"Feb 21, 2017","12.82000","12.40000","12.89000","12.25000","49.74K","3.39"
"Feb 20, 2017","12.40000","12.80000","12.91000","12.40000","26.07K","-3.13"
"Feb 19, 2017","12.80000","12.79000","12.94000","12.70000","15.57K","0.08"
"Feb 18, 2017","12.79000","12.76000","12.90000","12.70000","19.23K","0.24"
"Feb 17, 2017","12.76000","12.92000","12.92000","12.60000","24.77K","-1.24"
"Feb 16, 2017","12.92000","12.92000","12.99000","12.57000","33.27K","0.00"
"Feb 15, 2017","12.92000","13.02000","13.15000","12.59000","86.51K","-0.31"
"Feb 14, 2017","12.96000","11.32000","13.40000","11.32000","175.41K","14.19"
"Feb 13, 2017","11.35000","11.33000","11.37000","11.05000","16.95K","0.80"
"Feb 12, 2017","11.26000","11.33000","11.40000","11.22000","10.06K","-0.62"
"Feb 11, 2017","11.33000","11.27000","11.38000","11.13000","20.93K","0.27"
"Feb 10, 2017","11.30000","10.95000","11.39000","10.75000","40.31K","3.67"
"Feb 09, 2017","10.90000","11.35000","11.51000","10.41000","58.77K","-3.96"
"Feb 08, 2017","11.35000","11.45000","11.60000","11.00000","22.54K","-0.53"
"Feb 07, 2017","11.41000","11.31000","11.50000","11.25000","33.23K","0.80"
"Feb 06, 2017","11.32000","11.18000","11.33000","11.12000","19.90K","1.25"
"Feb 05, 2017","11.18000","11.32000","11.37000","11.05000","13.74K","-1.24"
"Feb 04, 2017","11.32000","11.00000","11.40000","11.00000","45.16K","3.57"
"Feb 03, 2017","10.93000","10.78000","10.93000","10.55000","29.30K","1.20"
"Feb 02, 2017","10.80000","10.71000","10.84000","10.53000","42.69K","0.84"
"Feb 01, 2017","10.71000","10.71000","10.77000","10.41000","32.51K","0.00"
"Jan 31, 2017","10.71000","10.50000","10.74000","10.38000","71.53K","1.71"
"Jan 30, 2017","10.53000","10.44000","10.69000","10.38000","30.57K","0.67"
"Jan 29, 2017","10.46000","10.49000","10.51000","10.38000","10.94K","-0.48"
"Jan 28, 2017","10.51000","10.50000","10.54000","10.35000","29.30K","0.10"
"Jan 27, 2017","10.50000","10.52000","10.58000","10.36000","17.50K","-1.22"
"Jan 26, 2017","10.63000","10.49000","10.63000","10.43000","24.21K","1.43"
"Jan 25, 2017","10.48000","10.52000","10.58000","10.35000","7.48K","-0.19"
"Jan 24, 2017","10.50000","10.58000","10.75000","10.46000","30.06K","-2.51"
"Jan 23, 2017","10.77000","10.64000","10.83000","10.59000","15.54K","1.22"
"Jan 22, 2017","10.64000","10.91000","10.98000","10.34000","40.19K","-2.83"
"Jan 21, 2017","10.95000","10.64000","11.09000","10.56000","35.80K","3.11"
"Jan 20, 2017","10.62000","10.38000","10.75000","10.30000","18.16K","2.31"
"Jan 19, 2017","10.38000","10.31000","10.51000","10.15000","14.47K","1.86"
"Jan 18, 2017","10.19000","10.30000","10.49000","9.74000","28.40K","0.69"
"Jan 17, 2017","10.12000","9.54000","10.60000","9.53000","67.95K","5.31"
"Jan 16, 2017","9.61000","9.72000","9.78000","9.55000","4.58K","-2.04"
"Jan 15, 2017","9.81000","9.67000","9.83000","9.60000","4.82K","1.45"
"Jan 14, 2017","9.67000","9.72000","9.87000","9.51000","4.98K","0.00"
"Jan 13, 2017","9.67000","9.83000","9.83000","9.39000","11.36K","-1.63"
"Jan 12, 2017","9.83000","9.48000","10.04000","9.08000","34.56K","0.41"
"Jan 11, 2017","9.79000","10.61000","10.70000","9.41000","45.45K","-7.73"
"Jan 10, 2017","10.61000","10.43000","10.75000","10.20000","27.71K","3.41"
"Jan 09, 2017","10.26000","10.43000","10.84000","9.50000","47.42K","-0.19"
"Jan 08, 2017","10.28000","9.80000","10.48000","9.80000","33.30K","4.47"
"Jan 07, 2017","9.84000","10.09000","10.19000","9.48000","30.67K","-2.38"
"Jan 06, 2017","10.08000","10.23000","10.40000","9.47000","41.34K","-0.69"
"Jan 05, 2017","10.15000","11.16000","11.70000","9.20000","140.18K","-7.73"
"Jan 04, 2017","11.00000","9.57000","11.10000","9.44000","158.93K","12.94"
"Jan 03, 2017","9.74000","8.43000","9.90000","8.30000","172.41K","16.37"
"","","","","","",""
"","Highest:1,423.19995","Lowest:8.30000","Difference:1,414.89995","Average:294.92358","Change %:11,334.88636"
